,Name,Price,Rating,Image
109,"MSI Modern 15, Intel 12th Gen. i3-1215U, 40CM FHD 60Hz Laptop (16GB/512GB NVMe SSD/Windows 11 Home/Intel UHD Graphics/Classic Black/1.7Kg), B12M-612IN","36,990",4.2 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/613l2kLVCRL._AC_UY218_.jpg
110,"MSI GF63 Thin, Intel Core i7-11800H, 40CM FHD 144Hz Gaming Laptop (8GBx2/512GB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX 3050, GDDR6 4GB/Black/1.8Kg), 11UC-1293IN","61,990",3.9 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71odFxm6AQL._AC_UY218_.jpg
111,"HP 250 G8 Notebook PC, 11th Gen Intel Core i3-1115G4 Processor, 15.6 inch(39.6cm) Anti-Glare HD Laptop/8GB RAM/512GB SSD/Numeric Keypad/Intel UHD Graphics/Win 11/1.74 Kgs 6X4B3PA","33,999",3.8 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71G+U+ae6sL._AC_UY218_.jpg
112,"ASUS Vivobook 15, Intel Core i3-1220P 12th Gen, 15.6"" (39.62 cm) FHD, Thin and Laptop (8GB/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Alexa Built-in/FP Sensor/Blue/1.7 kg), X1502ZA-EJ381WS","39,990",4.0 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71c0GSxtEEL._AC_UY218_.jpg
113,"MSI Thin GF63, Intel 12th Gen. i5-12450H, 40CM FHD 144Hz Gaming Laptop (16GB/512GB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX 4050, GDDR6 6GB/Black/1.86Kg), A12VE-071IN","74,990",3.7 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/51nifWngl-L._AC_UY218_.jpg
114,"ASUS VivoBook 15, Intel Core i3-1115G4 11th Gen, 15.6"" (39.62 cm) FHD, Thin & Light Laptop (8GB/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Black/1.8 kg), X1500EA-EJ322WS","35,775",4.0 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61nCATx5xTL._AC_UY218_.jpg
115,"Acer Nitro V Gaming Laptop 13th Gen Intel Core i5-13420H with RTX 4050 Graphics 6GB VRAM, 144Hz Display (16GB DDR5/512GB SSD/Windows 11 Home/Wi-Fi 6),15.6""(39.6cms) FHD ANV15-51","78,990",4.0 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/516qCPpFXkL._AC_UY218_.jpg
116,"FUTOPIA Ultimus Lite Celeron Dual Core N4020 - (8 GB/256 GB SSD/Windows 11 Home) NU14U4INC54BN-CS Thin and Light Laptop (14.1 Inch, Cloud Silver)","16,990",3.3 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/51KDQYrnsIL._AC_UY218_.jpg
117,"MSI GF63 Thin, Intel Core i5-11260H, 40CM FHD 144Hz Gaming Laptop (8GB/512GB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX 2050, GDDR6 4GB/Black/1.8Kg), 11UCX-1471IN","48,990",3.9 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71eAy6BpcDL._AC_UY218_.jpg
118,"Lenovo S14 Intel Core I5 12th Gen 14"" (35.56 cm) FHD IPS (1920x1080) Antiglare 300Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Pro/Backlit/Cloud Grey/1.5 kg/3Y Premium Care), 82TW001DIH","47,990",3.2 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/51dP2Qeo2ML._AC_UY218_.jpg
119,"Lenovo Yoga Slim 6 Intel Evo Core i7 13700H 14""(35.5cm) WUXGA OLED 400Nit Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/1Yr Warranty/Alexa/3 Month Game Pass/Storm Grey/1.35Kg),83E00007IN","92,990",4.1 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61roU3blqRL._AC_UY218_.jpg
120,"Lenovo Yoga Slim 6 Intel Evo Core i5 1240P 14""(35.5cm) 2.2K 300Nit Laptop (16GB/512GB SSD/60Hz Refresh/Win 11/Office 2021/Backlit KB/1Yr Warranty/Alexa/3 Month Game Pass/Storm Grey/1.35Kg), 82WU0095IN","63,719",4.1 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61PM7JLOZGL._AC_UY218_.jpg
121,"MSI Cyborg 15, Intel 12th Gen. i5-12450H, 40CM FHD 144Hz Gaming Laptop (8GBx2/512GB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX4050, 6GB GDDR6/Translucent Black/1.98Kg), A12VE-071IN","82,490",4.1 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61UQ4m-H+yL._AC_UY218_.jpg
122,"HP Pavilion 14, AMD Ryzen 5-5625U 8GB RAM/512GB SSD 14inches/35.6 cm FHD, IPS Micro-Edge Display/Radeon Graphics/Alexa/B&O Audio/Fast Charge/Win11 Home/MS Office 2021, 14-Ec1003au Windows 11 Home","52,490",4.1 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/718WCH8QsAL._AC_UY218_.jpg
123,"Lenovo IdeaPad Slim 5 Intel Core i5 12450H 14"" (36cm) WUXGA+ IPS 300Nits Laptop (16GB/1TB SSD/Win 11/Office 2021/Backlit KB/FHD 1080p Camera/Alexa/3 Month Game Pass/Cloud Grey/1.89Kg), 83BF0043IN","62,990",4.1 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61M9wlgnlZL._AC_UY218_.jpg
124,"ASUS VivoBook K15 OLED (2021), 15.6"" (39.62 cms) FHD OLED, Intel Core i3-1115G4 11th Gen, Thin and Light Laptop (8GB/512GB SSD/Integrated Graphics/Office 2021/Windows 11/Black/1.8 Kg) K513EA-L312WS","39,990",4.2 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71ArdlMYTvL._AC_UY218_.jpg
125,"HP Laptop 15s, 12th Gen Intel Core i3-1215U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, Intel UHD Graphics, Backlit KB, Thin & Light, Dual Speakers (Win 11, MSO 2021, Silver, 1.69 kg), fq5007TU","38,990",4.1 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71Blj59DzzL._AC_UY218_.jpg
126,"AXL VayuBook Laptop 14.1 Inch FHD IPS Display (4GB Ram,128GB SSD) 1920 * 1080 Resolution | HD Gemini Lake N4020 | Windows 11 Home | UHD Graphics 600 (Cloud Silver)","14,990",3.2 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/512eNZ2fcRL._AC_UY218_.jpg
127,"Walkent Stylish 15.6"" Large Laptop Bag | Premium Leather | Flap & Zipper Closure | Waterproof | USB | Side Pockets |For Men, Women, Office, College - Ritzy (28 Ltr, 1 Main Compartment)","2,840",4.3 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61M8Z8FrhEL._AC_UL640_QL65_.jpg
129,"Walkent Stylish 15.6"" Large Laptop Bag | Premium Leather | Flap & Zipper Closure | Waterproof | USB | Side Pockets |For Men, Women, Office, College - Ritzy (28 Ltr, 1 Main Compartment)","2,840",4.3 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61M8Z8FrhEL._AC_UL640_QL65_.jpg
136,"Lenovo IdeaPad Slim 3 Intel Core i7 11th Gen 15.6"" (39.62cm) FHD Laptop (16GB/512GB SSD/Win 11/Office 2021/1 Year Warranty/Arctic Grey/1.65Kg), 82H803LPIN","27,990",4.0 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61nC5tJlUEL._AC_UY218_.jpg
137,"Lenovo IdeaPad Slim 3 Intel Core i7 11th Gen 15.6"" (39.62cm) FHD Laptop (16GB/512GB SSD/Win 11/Office 2021/1 Year Warranty/Arctic Grey/1.65Kg), 82H803LPIN","55,990",4.0 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61nC5tJlUEL._AC_UY218_.jpg
138,Fujitsu UH-X 13th Gen Intel Evo Core i5 14 inch(35.5cm) FHD Thin & Light Laptop (16GB/512GB SSD)/Windows11/Iris Xe Graphics/Backlit/Fingerprint Reader/Black/868gm - 4ZR1M37246 w/Sleeve,"86,990",3.6 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/714TjZtB+hL._AC_UY218_.jpg
139,"MSI Gaming GF63 Thin, Intel Core i7-11800H, 40CM FHD 144Hz Gaming Laptop (8GB/512GB NVMe SSD/Windows 10 Home/Nvidia GTX1650 4GB GDDR6/ Black/1.86Kg), 11SC-852IN","54,990",4.0 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61cgS33eaRL._AC_UY218_.jpg
140,"(Refurbished) Lenovo ThinkPad 5th Gen Intel Core i5 Thin & Light HD Laptop (16 GB RAM/256 GB SSD/14"" (35.6 cm) HD/Windows 10 Pro/MS Office/WiFi/Bluetooth/Webcam/Intel Graphics), Black","15,629",3.7 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/6108kY7UAtL._AC_UY218_.jpg
141,"Acer [SmartChoice] One 14 Business Laptop AMD Ryzen 3 3250U Processor (8GB RAM/256GB SSD/AMD Radeon Graphics/Windows 11 Home) Z2-493 with 35.56 cm (14.0"") HD Display","23,990",3.8 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71LVd5vKMfL._AC_UY218_.jpg
143,"(Refurbished) HP Chromebook x360 8th Gen Intel Core i5 Thin & Light Touchscreen Laptop (8 GB DDR4 RAM/64 GB eMMC SSD/14"" (35.6 cm) FHD/Chrome OS/WiFi/Bluetooth/Webcam/Intel Graphics)","16,800",2.7 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81EQ3rlLj7L._AC_UY218_.jpg
144,"ASUS Vivobook S15 OLED 2022, 15.6"" 39.62 cm FHD OLED, Intel Core Evo i5-12500H 12th Gen, Thin and Light Laptop (16GB/512GB SSD/Iris Xe Graphics/Windows 11/Office 2021/Black/1.8 kg) K3502ZA-L502WS","67,990",4.0 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71DBkrxqBDL._AC_UY218_.jpg
145,"Chuwi CoreBook X Laptop 14'', Intel Core i3-1005G1, 8GB RAM 512GB SSD, Windows 11 Laptop, 1920x1200 FHD Display, Up to 3.4Ghz | WiFi 6 | Backlit Keyboard | Webcam | BT5.1 | Type-C","23,990",4.0 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/51szHunq3kL._AC_UY218_.jpg
146,"HONOR MagicBook 15, AMD Ryzen 5 5500U 15.6-inch (39.62 cm) FHD IPS Anti-Glare Thin and Light Laptop (16GB/512GB PCIe SSD/Windows 11/ Metal Body/Fingerprint Login/1.54Kg) Mystic Silver","43,990",4.3 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71eBotZsUqL._AC_UY218_.jpg
147,"HP Laptop 14s, AMD Ryzen 3 5300U, 14-inch (35.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon Graphics, Backlit KB, Thin & Light, Dual Speakers (Win 11, MSO 2019, Silver, 1.46 kg), fq1089AU","35,599",4.2 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71oy56ihiHL._AC_UY218_.jpg
148,"ASUS Vivobook Go 14 (2023), AMD Ryzen 3 7320U, 14-inch (35.56 cm) FHD, Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Grey Green/1.38 kg), E1404FA-NK323WS","33,990",4.2 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/711STEpA3IL._AC_UY218_.jpg
149,"Realme Book (Slim) Intel Core I3 11Th Gen - (8 Gb/256 Gb Ssd/Windows 10 Home) Rmnb1001 Thin And Light Laptop (14 Inches, Real Gray, 1.38 Kg, With Ms Office) New","36,990",3.9 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/41mlmB2EajL._AC_UY218_.jpg
150,"Lenovo [SmartChoice] IdeaPad Slim 3 Intel Celeron N4020 4th Gen 15.6"" (39.62cm) HD Thin & Light Laptop (8GB/256GB SSD/Win 11/MSO 2021/2Yr Warranty/3months Game Pass/Platinum Grey/1.7Kg), 81WQ00MQIN","28,000",3.9 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61INxQM8qtL._AC_UY218_.jpg
151,"HP 250 G8 Notebook PC, 11th Gen Intel Core i3-1115G4 Processor, 15.6 inch(39.6cm) Anti-Glare HD Laptop/8GB RAM/512GB SSD/Numeric Keypad/Intel UHD Graphics/Win 11/1.74 Kgs 6X4B3PA","33,999",3.8 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71G+U+ae6sL._AC_UY218_.jpg
152,"AXL VayuBook Laptop 14.1 Inch FHD IPS Display (4GB Ram,128GB SSD) 1920 * 1080 Resolution | HD Gemini Lake N4020 | Windows 11 Home | UHD Graphics 600 (Cloud Silver)","14,990",3.2 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/512eNZ2fcRL._AC_UY218_.jpg
154,"[SmartChoice] Lenovo IdeaPad 3 11th Gen Intel Core i3 15.6"" FHD Thin & Light Laptop(8GB/512GB SSD/Windows 11/Office 2021/1Yr Warranty/3months Xbox Game Pass/Platinum Grey/1.7Kg),81X800N2IN","34,990",4.0 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61jyqpkeJQL._AC_UY218_.jpg
155,"Dell Inspiron 3511 Laptop, Intel Core i3-1115G4/8GB DDR4/512GB SSD/Windows 11 + MSO'21/15.6"" (39.62cm) FHD, 3 Sided Narrow Border Design with FHD display/15 Month McAfee/Carbon Black/1.8kg","37,990",3.9 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/51r-PhkZodL._AC_UY218_.jpg
156,"Lenovo IdeaPad Slim 3 Intel Core i3-1115G4 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/256GB SSD/Win 11/Office 2021/3 Month Game Pass/1Year Onsite+ 1Year ADP/Arctic Grey/1.65Kg), 82H803U0IN","31,990",4.2 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/51S+BC5sH7L._AC_UY218_.jpg
157,"Lenovo V15 Intel Core i3 12th Gen 15.6"" (39.62 cm) FHD (1920x1080) Antiglare 250 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/Iron Grey/1Y Onsite + 1Y ADP Add On/1.7 kg), 82TTA00VIH","33,390",3.9 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/51uMR8hdx9L._AC_UY218_.jpg
159,"Acer Predator Helios Neo 16 Gaming Laptop 13th Gen Intel Core i5 Processor (16 GB/512 GB SSD/Windows 11 Home/NVIDIA ® GeForce RTX ¢ 4050) PHN16-71, (16"") WUXGA Display","1,04,534",4.3 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81pB730MM8L._AC_UY218_.jpg
160,"Lenovo IdeaPad Flex 5 Ryzen 7 7730U 14""(35.5cm) WUXGA+ IPS 2-in-1 Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FPR/FHD Camera/Alexa/3 Month Game Pass/Arctic Grey/1.5Kg),82XX007MIN","70,990",4.4 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61hJRwJ9xVL._AC_UY218_.jpg
161,"ASUS Vivobook Go 15 (2023), AMD Ryzen 5 7520U, 15.6"" (39.62 cm) FHD, Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Mixed Black/1.63 kg), E1504FA-NJ542WS","43,990",4.0 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61zx5wnGibL._AC_UY218_.jpg
162,"Samsung Galaxy Book3 Pro 360 Intel 13th Gen i5 EvoTM 40.62cm(16"") Touchscreen 2-in-1 3K Display, 120Hz, Thin & Light Laptop(16 GB/512 GB SSD/Windows 11/MS Office/S-Pen/Graphite/1.6Kg), NP960QFG-KA2IN","1,52,990",4.2 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71ef1yicMJL._AC_UY218_.jpg
163,"ASUS Vivobook Go 14 (2023), AMD Ryzen 3 7320U, 14-inch (35.56 cm) FHD, Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Mixed Black/1.38 kg), E1404FA-NK327WS","33,990",4.0 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71I130RtM-L._AC_UY218_.jpg
164,"ASUS VivoBook 15, Intel Core i3-1115G4 11th Gen, 15.6"" (39.62 cm) FHD, Thin and Light Laptop (8GB/512 SSD/Windows 11/Office 2021/FP Sensor/Transparent Silver/1.8 kg), X1500EA-EJ3379WS","33,010",3.8 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71yejFYehdL._AC_UY218_.jpg
165,"HP Laptop 15s, 12th Gen Intel Core i3-1215U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, Intel UHD Graphics, Backlit KB, Thin & Light, Dual Speakers (Win 11, MSO 2021, Silver, 1.69 kg), fq5007TU","38,990",4.1 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71Blj59DzzL._AC_UY218_.jpg
166,"ASUS Vivobook 15, Intel Core i3-1220P 12th Gen, 15.6"" (39.62 cm) FHD, Thin and Laptop (8GB/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Alexa Built-in/FP Sensor/Blue/1.7 kg), X1502ZA-EJ381WS","39,990",4.0 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71c0GSxtEEL._AC_UY218_.jpg
167,"Walkent Stylish 15.6"" Large Laptop Bag | Premium Leather | Flap & Zipper Closure | Waterproof | USB | Side Pockets |For Men, Women, Office, College - Ritzy (28 Ltr, 1 Main Compartment)","2,840",4.3 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61M8Z8FrhEL._AC_UL640_QL65_.jpg
169,"Walkent Stylish 15.6"" Large Laptop Bag | Premium Leather | Flap & Zipper Closure | Waterproof | USB | Side Pockets |For Men, Women, Office, College - Ritzy (28 Ltr, 1 Main Compartment)","2,840",4.3 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61M8Z8FrhEL._AC_UL640_QL65_.jpg
176,"Lenovo IdeaPad Slim 3 Intel Core i7 11th Gen 15.6"" (39.62cm) FHD Laptop (16GB/512GB SSD/Win 11/Office 2021/1 Year Warranty/Arctic Grey/1.65Kg), 82H803LPIN","27,990",4.0 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61nC5tJlUEL._AC_UY218_.jpg
177,"Lenovo IdeaPad Slim 3 Intel Core i7 11th Gen 15.6"" (39.62cm) FHD Laptop (16GB/512GB SSD/Win 11/Office 2021/1 Year Warranty/Arctic Grey/1.65Kg), 82H803LPIN","55,990",4.0 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61nC5tJlUEL._AC_UY218_.jpg
178,Fujitsu UH-X 13th Gen Intel Evo Core i5 14 inch(35.5cm) FHD Thin & Light Laptop (16GB/512GB SSD)/Windows11/Iris Xe Graphics/Backlit/Fingerprint Reader/Black/868gm - 4ZR1M37246 w/Sleeve,"86,990",3.6 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/714TjZtB+hL._AC_UY218_.jpg
179,"MSI Gaming GF63 Thin, Intel Core i7-11800H, 40CM FHD 144Hz Gaming Laptop (8GB/512GB NVMe SSD/Windows 10 Home/Nvidia GTX1650 4GB GDDR6/ Black/1.86Kg), 11SC-852IN","54,990",4.0 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61cgS33eaRL._AC_UY218_.jpg
180,"HP [Smart Choice] Victus Gaming Laptop AMD Ryzen 5 5600H 15.6 ""(39.6 cm) FHD IPS (8GB RAM/512GB SSD/AMD Radeon RX 6500M Graphics(4GB GDDR6)/144Hz/9ms Response time/Backlit KB/B&O/Win 11),15-fb0777AX","53,990",3.8 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81CgXmspz7L._AC_UY218_.jpg
181,"(Refurbished) Lenovo ThinkPad 5th Gen Intel Core i5 Thin & Light HD Laptop (16 GB RAM/256 GB SSD/14"" (35.6 cm) HD/Windows 10 Pro/MS Office/WiFi/Bluetooth/Webcam/Intel Graphics), Black","15,629",3.7 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/6108kY7UAtL._AC_UY218_.jpg
182,"Lenovo Ideapad Gaming 3 AMD Ryzen 5 5600H 15.6"" (39.62cm) FHD IPS Gaming Laptop (8GB/512GB SSD/4GB NVIDIA GTX 1650/120Hz/Win 11/Backlit Keyboard/3months Game Pass/Shadow Black/2.25Kg), 82K2025WIN","53,600",4.1 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61Hj8lYXT-L._AC_UY218_.jpg
183,"Acer [SmartChoice] One 14 Business Laptop AMD Ryzen 3 3250U Processor (8GB RAM/256GB SSD/AMD Radeon Graphics/Windows 11 Home) Z2-493 with 35.56 cm (14.0"") HD Display","23,990",3.8 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71LVd5vKMfL._AC_UY218_.jpg
184,"ASUS [SmartChoice] Vivobook S15 OLED 2022, 15.6""(39.62 cm) FHD OLED, Intel Core Evo i5-12500H 12th Gen, T&L Laptop (16GB/512GB SSD/Iris Xe Graphics/Win 11/MSO '21/Grey/1.8 kg), K3502ZA-L501WS","67,990",4.0 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71s8bpZQfJL._AC_UY218_.jpg
186,"(Refurbished) HP Chromebook x360 8th Gen Intel Core i5 Thin & Light Touchscreen Laptop (8 GB DDR4 RAM/64 GB eMMC SSD/14"" (35.6 cm) FHD/Chrome OS/WiFi/Bluetooth/Webcam/Intel Graphics)","16,800",2.7 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81EQ3rlLj7L._AC_UY218_.jpg
187,"Chuwi CoreBook X Laptop 14'', Intel Core i3-1005G1, 8GB RAM 512GB SSD, Windows 11 Laptop, 1920x1200 FHD Display, Up to 3.4Ghz | WiFi 6 | Backlit Keyboard | Webcam | BT5.1 | Type-C","23,990",4.0 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/51szHunq3kL._AC_UY218_.jpg
188,"ASUS [SmartChoice] TUF Gaming Laptop F15, Intel Core i5-11400H 11th Gen, 15.6"" (39.62 cm) FHD 144Hz, (16GB/512GB SSD/4GB NVIDIA GeForce RTX 2050/Win 11/ RGB Backlit KB/Black/2.30 kg), FX506HF-HN025W","56,990",3.9 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71-Fx3Vfq5L._AC_UY218_.jpg
189,"HONOR MagicBook 15, AMD Ryzen 5 5500U 15.6-inch (39.62 cm) FHD IPS Anti-Glare Thin and Light Laptop (16GB/512GB PCIe SSD/Windows 11/ Metal Body/Fingerprint Login/1.54Kg) Mystic Silver","43,990",4.3 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71eBotZsUqL._AC_UY218_.jpg
190,"HP Laptop 14s, AMD Ryzen 3 5300U, 14-inch (35.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon Graphics, Backlit KB, Thin & Light, Dual Speakers (Win 11, MSO 2019, Silver, 1.46 kg), fq1089AU","35,599",4.2 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71oy56ihiHL._AC_UY218_.jpg
191,"HP 250 G8 Notebook PC, 11th Gen Intel Core i3-1115G4 Processor, 15.6 inch(39.6cm) Anti-Glare HD Laptop/8GB RAM/512GB SSD/Numeric Keypad/Intel UHD Graphics/Win 11/1.74 Kgs 6X4B3PA","33,999",3.8 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71G+U+ae6sL._AC_UY218_.jpg
192,"AXL VayuBook Laptop 14.1 Inch FHD IPS Display (4GB Ram,128GB SSD) 1920 * 1080 Resolution | HD Gemini Lake N4020 | Windows 11 Home | UHD Graphics 600 (Cloud Silver)","14,990",3.2 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/512eNZ2fcRL._AC_UY218_.jpg
193,"Lenovo IdeaPad 1 Intel Core Celeron N4020 14"" HD Thin and Light Laptop (4 GB/256GB SDD/Windows 11 Home/1Yr Warranty/Cloud Grey/1.3Kg), 82V6005CIN","21,990",3.5 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71VmRFFkrsL._AC_UY218_.jpg
194,"ASUS Vivobook Go 14 (2023), AMD Ryzen 3 7320U, 14-inch (35.56 cm) FHD, Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Grey Green/1.38 kg), E1404FA-NK323WS","33,990",4.2 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/711STEpA3IL._AC_UY218_.jpg
195,"Realme Book (Slim) Intel Core I3 11Th Gen - (8 Gb/256 Gb Ssd/Windows 10 Home) Rmnb1001 Thin And Light Laptop (14 Inches, Real Gray, 1.38 Kg, With Ms Office) New","36,990",3.9 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/41mlmB2EajL._AC_UY218_.jpg
196,"Lenovo [SmartChoice] IdeaPad Slim 3 Intel Celeron N4020 4th Gen 15.6"" (39.62cm) HD Thin & Light Laptop (8GB/256GB SSD/Win 11/MSO 2021/2Yr Warranty/3months Game Pass/Platinum Grey/1.7Kg), 81WQ00MQIN","28,000",3.9 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61INxQM8qtL._AC_UY218_.jpg
197,"ASUS Zenbook 14X OLED, Intel Core i5-12500H 12th Gen, 14"" (35.56 cm) 2.8K 90Hz OLED, Thin and Light Laptop (16GB/512GB/Win11/Office 2021/Fingerprint/Grey/1.4 kg), UX5401ZA-KM541WS","69,990",4.0 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/711jtvyLkKL._AC_UY218_.jpg
199,"[SmartChoice] Lenovo IdeaPad 3 11th Gen Intel Core i3 15.6"" FHD Thin & Light Laptop(8GB/512GB SSD/Windows 11/Office 2021/1Yr Warranty/3months Xbox Game Pass/Platinum Grey/1.7Kg),81X800N2IN","34,990",4.0 out of 5 stars,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61jyqpkeJQL._AC_UY218_.jpg
